,pretty_comp,act_layer_1_0,act_layer_1_1,act_layer_2_0,act_layer_2_1,act_layer_3_0,act_layer_3_1,act_layer_4_0,act_layer_4_1,act_layer_5_0,act_layer_5_1,act_layer_6_0,act_layer_6_1,act_layer_7_0,act_layer_7_1,act_layer_8_0,act_layer_8_1,act_layer_9_0,act_layer_9_1,act_layer_10_0,act_layer_10_1,act_layer_11_0,act_layer_11_1,act_layer_12_0,act_layer_12_1,act_layer_13_0,act_layer_13_1,act_layer_14_0,act_layer_14_1,act_layer_15_0,act_layer_15_1,act_layer_16_0,act_layer_16_1
527,DyIr,0.106894219476,-1.53838162599,-76.3482352928,-22.6238255493,-1518.44815356,500.665479283,-70294.9626169,-2110.09749436,-226308.107568,-40300.1036446,-64526.9011552,-208.000936174,-111145.028178,-32.3648613629,-178111.85062,-15.2344253615,-24322.3808496,-0.979591399674,-11329.1392398,-4.90401819043,-3643.23146693,-839.680411368,-820.604219003,-0.285314108757,-252.442625001,-0.0810789001645,-41.3613687752,-6.35386770375,-3.81900238437,1.89484429403,-1.80309841379,0.803420783204
528,CeGe,2.00160964133,-2.97291239924,-49.2732408052,0.475361518888,-1515.48478015,496.25061236,-70298.1364667,-2112.48532842,-226335.374913,-40296.8309655,-64533.84337,-208.002464969,-111156.985568,-32.3650582009,-178134.348697,-15.2345568467,-24325.453121,-0.979599854638,-11330.5701971,-4.90405622071,-3643.82842029,-839.687970853,-820.702117248,-0.285316428018,-252.4727413,-0.0810795591678,-41.3672635336,-6.35394488991,-3.82139159776,2.0004982108,-1.88296125468,0.874454319579
529,TmSi,1.49771057534,-1.95162684569,-55.4692503115,-9.07962497213,-1514.85828914,495.814531045,-70299.357241,-2112.82664853,-226343.971976,-40295.1471983,-64535.7751021,-208.00289037,-111160.312818,-32.365113848,-178142.836902,-15.2346064543,-24326.6122473,-0.979603044581,-11331.1100774,-4.90407056705,-3644.0670318,-839.690992496,-820.741248711,-0.285317355063,-252.484779256,-0.0810798225938,-41.3701159991,-6.35387943035,-3.81528735936,1.83946017687,-1.95434961997,0.937950283239
530,TaB,-1.41412822065,4.39691789129,97.2691865658,100.328500994,-1488.90394413,469.637065247,-70330.3257249,-2101.56302697,-226526.391407,-40019.1201012,-64538.0306334,-208.003387076,-111164.197784,-32.36517816,-178152.983295,-15.2346657527,-24327.9978082,-0.979606857677,-11331.7554237,-4.90408772764,-3644.35750183,-839.694670847,-820.788884802,-0.285318483587,-252.499433636,-0.0748056862278,-41.4335492487,-6.17988968689,-3.82826466344,2.12789382595,-2.011519181,0.98879941467
531,NdPd,1.59013980491,-2.74482381297,-64.119908502,-12.4690684721,-1515.57155815,496.841732121,-70297.6398719,-2112.7916537,-226505.489655,-39928.7840055,-64530.0611893,-208.001632068,-111150.471075,-32.3649513339,-178127.740574,-15.234518227,-24324.5507353,-0.979597371251,-11330.1498969,-4.90404507263,-3643.65952581,-839.685832067,-820.674419089,-0.285315771834,-252.464220549,-0.0810793727091,-41.4233738334,-6.17256474724,-3.82478778995,1.99464826364,-1.91352396976,0.901638147621
532,HfCl,0.765098015384,0.444625534771,-62.9415261135,-38.0858068366,-1506.0621534,488.589154804,-70295.6895396,-2113.78151578,-226385.533876,-40285.7207063,-64544.6067097,-208.004835241,-111175.524532,-32.3653650588,-178164.150043,-15.2347310144,-24329.5227068,-0.979611054234,-11332.465668,-4.90410669803,-3644.69362296,-839.698927298,-820.844007476,-0.285319789473,-252.516391141,-0.0670784164588,-41.3993550876,-6.35416363774,-3.81834126617,1.96506935417,-2.04759160275,1.02088381906
533,BaAs,0.855452973044,-2.5068566859,-69.2556397904,-4.24953268523,-1520.6847033,503.498610406,-70333.548969,-2109.49896976,-226440.114359,-40279.2527035,-64558.5354699,-208.007902593,-111199.515669,-32.3657617392,-178198.038975,-15.2349290712,-24334.1504801,-0.979623789976,-11334.6211236,-4.90416401777,-3645.6227567,-839.71069333,-820.99638222,-0.285323399311,-252.563266515,-0.0457180351228,-41.4434129468,-6.35460557149,-3.82200031136,2.13313171021,-2.20599344767,1.16177341285
534,HfRu,-1.14654865792,2.15719666402,-25.0159379562,24.1351874,-1521.77850171,502.607643352,-70307.481457,-2108.64695808,-226348.913247,-40294.5588475,-64537.0350051,-208.003167822,-111162.482896,-32.3651489018,-178148.390491,-15.2346389111,-24327.3706281,-0.979605131663,-11331.463305,-4.90407997927,-3644.25319307,-839.693349939,-820.771778508,-0.28531807833,-252.494171198,-0.077203698627,-41.3780615037,-6.35395946868,-3.81543360105,1.87047629595,-1.97661595889,0.957754948058
535,ZrC,-0.645950286995,1.50509580775,-17.3126827281,27.9788821734,-1512.57795128,494.046864409,-70300.839258,-2113.8195911,-226352.236154,-40294.0011691,-64537.8183684,-208.003340332,-111163.832174,-32.3651721594,-178139.32465,-15.2345859277,-24326.1326235,-0.979601724645,-11330.8866857,-4.90406460433,-3649.04039907,-837.548652986,-820.747951253,-0.28531751385,-252.48684116,-0.080543884941,-41.3711610373,-6.35389059886,-3.75119711954,1.84910464415,-1.95007416723,0.934147506819
536,NdAu,1.78887867132,-2.8435843198,-59.8356491648,-4.44363905854,-1521.09605988,502.641231155,-70318.5406919,-2109.4202478,-226387.277761,-40288.1201894,-64546.0793545,-208.005159543,-111178.06104,-32.3654071444,-178170.282993,-15.2347668572,-24330.3602045,-0.979613359048,-11332.8557451,-4.90411708638,-3649.0443494,-837.915863644,-820.885470434,-0.285320771752,-252.529146479,-0.06126600816,-41.4547835421,-6.22235128168,-3.82603561875,2.05914260566,-2.03331947531,1.00818955884
537,BO,-1.71256190848,-0.78235700398,-83.9481784808,-22.8322890917,-1486.23422977,484.398376274,-70238.9505694,-2117.07894767,-226252.775958,-40294.7369794,-64512.3081761,-207.99772255,-111119.892978,-32.3644461245,-178076.798923,-15.2342205092,-24317.5942934,-0.979578226958,-11326.9098283,-4.90395893548,-3642.21438387,-839.667531594,-820.437420769,-0.285310157219,-252.391313086,-0.0810777773761,-41.3511306222,-6.3537255576,-3.81651474119,1.80213015063,-1.727808569,0.736454671444
538,CuO,-2.07957587306,-1.7724319572,-117.102365868,-33.5161188597,-1510.68800807,498.449684048,-70237.3642678,-2142.53396502,-226275.13786,-40306.9404586,-64519.6426105,-207.999337718,-111132.525935,-32.3646542577,-178089.021168,-15.2342919395,-24319.2633264,-0.979582820177,-11327.687206,-4.90397954464,-3649.09518252,-834.508146825,-820.494147702,-0.28531150111,-252.408763931,-0.0810781592404,-41.3548780158,-6.35366657562,-3.80972476963,1.63116098315,-1.75723052347,0.762623856638
539,ScAu,0.57993563451,-1.91593655014,-72.3461999725,-15.3558386895,-1522.78253569,504.768729473,-70321.7500366,-2108.64895389,-226393.628471,-40286.2076082,-64547.2426464,-208.00541572,-111180.064715,-32.3654403586,-178173.852436,-15.234787718,-24330.847637,-0.979614700473,-11333.0827744,-4.90412308587,-3644.94421689,-839.70210068,-820.885104044,-0.285320763072,-252.529033777,-0.0613173612465,-41.4108809393,-6.35428702173,-3.81770196035,1.98120262753,-2.08202806928,1.05151313264
540,ZrRh,-0.692044968527,-0.108587268367,-63.446348062,-3.81563624056,-1519.30388556,501.384661198,-70305.6544678,-2110.5065591,-226505.303134,-39939.5532587,-64531.4052979,-208.001928064,-111152.786191,-32.3649892563,-178118.925251,-15.2344667077,-24323.3469408,-0.97959405838,-11329.5892111,-4.90403017589,-3643.41478315,-839.682732782,-820.634282155,-0.285314820969,-252.451873276,-0.0810791025336,-41.4233871364,-6.21473114429,-3.83077561566,1.92046329772,-1.8495617463,0.84474732235
541,GdRh,0.537022423094,-2.27808724731,-73.895770211,-17.4346032346,-1518.21925655,500.42692674,-70306.6106209,-2111.2386176,-226512.788136,-39952.0399789,-64534.9464049,-208.002707876,-111158.885455,-32.3650904661,-178131.958698,-15.2345428789,-24325.1267507,-0.979598956459,-11330.4181851,-4.90405221723,-3649.05023461,-837.505582007,-820.722250922,-0.285316904996,-252.478934993,-0.0810796947001,-41.3684937537,-6.35386772644,-3.8130718946,1.78988319942,-1.93083516311,0.917035487213
542,PuPt,-2.60304095891,-1.62309498682,-79.0200414684,0.759761596538,-1488.09634324,466.099161791,-70178.688917,-2127.84399421,-226004.581038,-40352.3475989,-64455.8594089,-207.985291564,-111022.664644,-32.3628393894,-177904.312778,-15.2332124503,-24294.0400865,-0.979513405223,-11315.9390981,-4.90366707425,-3637.41650959,-839.606773985,-819.650585933,-0.285291516687,-252.149260149,-0.0810724807541,-41.3022791055,-6.35302092884,-3.79707056286,1.15289024379,-1.3664853544,0.415077853117
543,ZrGe,-0.295626044999,-0.721613465908,-39.1431812218,16.981939936,-1512.34134386,494.014692346,-70302.9325202,-2113.74175152,-226357.185887,-40293.1704628,-64538.9852614,-208.003597302,-111165.842051,-32.3652047024,-178149.117603,-15.2346431605,-24327.4699209,-0.979605404919,-11331.5095518,-4.90408124331,-3644.27262881,-839.693596062,-820.774965926,-0.285318153842,-252.495151747,-0.0767568733959,-41.3793926584,-6.35396388791,-3.80458800422,1.89557425096,-1.98040154933,0.961122019322
544,PaPt,-2.60304095891,-1.62309498682,-79.0200414684,0.759761596538,-1488.09634324,466.099161791,-70178.688917,-2127.84399421,-226016.007112,-40347.2692902,-64457.3068271,-207.98561031,-111025.157702,-32.3628807648,-177917.150425,-15.2332874772,-24295.7931574,-0.979518229716,-11316.7556173,-4.90368889696,-3649.10755161,-833.99254464,-819.700674458,-0.28529270331,-252.164668813,-0.0810728179279,-41.3046391346,-6.35316644569,-3.80351329201,1.33154495492,-1.36994549569,0.418155455535
545,TmBi,2.15901985625,-3.29641325015,-44.9812684178,-0.0783591115685,-1518.38233093,499.044176823,-70302.1879371,-2110.8343262,-226333.045623,-40297.2218867,-64533.2942443,-208.002344042,-111156.039745,-32.3650424037,-178138.304966,-15.2345799683,-24325.9933775,-0.979601341436,-11330.8218294,-4.90406294631,-3643.95492356,-839.68957282,-820.7228633,-0.285316919503,-252.479123374,-0.0810796988258,-41.3691485254,-6.35385564984,-3.72323576134,1.84050831155,-1.92241507716,0.90954629105
546,TiC,-2.05726464281,1.98593409737,-12.6063905224,41.5907643608,-1511.18526828,492.119095499,-70290.3923613,-2114.87507385,-226494.580407,-39913.3184376,-64525.2534654,-208.000573325,-111142.190168,-32.3648137637,-178100.941028,-15.2343616027,-24320.8910673,-0.979587299758,-11328.445351,-4.9039997288,-3642.91135051,-839.676357592,-820.551720901,-0.285312865049,-252.426475077,-0.0810785467794,-41.3584698178,-6.3537135586,-3.81112017735,1.6801683284,-1.79747068514,0.798415232901
547,UCl,-0.791580123337,-2.18407079315,-123.981123665,-53.8775393612,-1539.21706561,525.294007454,-70401.3952265,-2098.10505737,-226631.873516,-40247.0988363,-64604.2088747,-181.493336945,-111265.547574,-31.1614866475,-178310.254973,-10.8475833485,-24350.4792519,-0.981042299109,-11342.2308644,-4.86547200648,-3649.14522341,-839.755320977,-821.650798244,-0.285399303016,-252.741829326,0.0511944393749,-41.7513782051,-6.35800042746,-3.86561065263,3.85849489947,-4.08527479845,2.83328921047
548,BeSe,-2.59423635689,-1.22910881622,-92.7673063674,-3.91526374438,-1501.50465644,483.734706196,-70266.0105761,-2121.8517367,-226283.57302,-40305.2502107,-64521.5229128,-207.999751793,-111135.7646,-32.3647083979,-178101.611149,-15.234365519,-24320.9825781,-0.979587551598,-11328.4879739,-4.90400085131,-3649.06158646,-836.657589766,-820.535357876,-0.285312477401,-252.421441353,-0.0810784366486,-41.3574489914,-6.35370020555,-3.81072358703,1.66623988672,-1.78603392904,0.788242877122
549,ErI,2.52513413956,-2.54732442646,-75.567746253,-48.8733655071,-1497.94961331,479.792571838,-70267.3496923,-2113.03057948,-226308.579637,-40222.8453277,-64515.0461521,-207.9983255,-111124.608915,-32.3645244153,-178078.608143,-15.2342310828,-24317.8413561,-0.979578906881,-11327.0249017,-4.90396191364,-3649.1017051,-834.267574473,-820.446059032,-0.285310361864,-252.393970463,-0.0810778355094,-41.3513143268,-6.35362996512,-3.80803482046,1.58666058144,-1.73085901051,0.739167868788
550,SmSi,1.69905603125,-2.2647744541,-58.8721670014,-12.6416995766,-1514.97735125,495.198713174,-70290.2880521,-2112.73904866,-226314.141112,-40299.1835107,-64528.3600098,-208.001257439,-111147.540934,-32.3649023623,-178116.249256,-15.2344510684,-24322.9815157,-0.979593052721,-11329.419009,-4.90402563611,-3643.34319373,-839.681826214,-820.622541709,-0.285314542832,-252.448261583,-0.0810790234903,-41.3628881508,-6.35377135293,-3.81283667063,1.74045241028,-1.84697023965,0.842442321926
551,LuSi,1.45999280115,-1.76519433366,-53.0226176373,-6.87258405255,-1512.11820472,493.168505783,-70295.2426425,-2114.2008518,-226337.051502,-40296.5495861,-64534.2386184,-208.00255201,-111157.666352,-32.3650702789,-178137.636844,-15.2345760636,-24325.9021414,-0.979601090352,-11330.779335,-4.90406179027,-3643.95249951,-839.689542123,-820.722465797,-0.285316910086,-252.479001087,-0.0810796961496,-41.3691237099,-6.35385529435,-3.7233080864,1.84001485996,-1.92199382402,0.909171609911
552,PrAu,1.69677144867,-2.8415934126,-57.3028137471,-5.55368061865,-1517.30793826,498.020405229,-70300.8821177,-2111.47313046,-226346.292357,-40292.5305536,-64535.443933,-208.002817441,-111159.742406,-32.3651044303,-178135.787678,-15.2345652566,-24325.6496256,-0.979600395423,-11330.6617224,-4.90405862265,-3643.89068829,-839.68875938,-820.712328954,-0.285316669939,-252.475882715,-0.0810796279152,-41.368053399,-6.35385111327,-3.73732075098,1.80949946517,-1.91347420146,0.901593881495
553,PrPd,1.4534265887,-2.59543245508,-62.5826102703,-12.3896730574,-1512.40484544,492.909353158,-70283.2992105,-2114.50133624,-226293.710976,-40303.8233607,-64524.0211885,-208.000301956,-111140.067673,-32.3647791274,-178101.279606,-15.2343635814,-24320.9373033,-0.979587427001,-11328.4668862,-4.90400032759,-3649.06331714,-836.612309542,-820.523812695,-0.285312203889,-252.417889724,-0.0810783589346,-41.3567287192,-6.35369078396,-3.81044376295,1.65641234275,-1.77796470962,0.781065757147
554,CaSb,1.17854269937,-3.41558412278,-61.9244357724,0.835289764881,-1516.03318799,497.142283805,-70303.5055631,-2112.19119342,-226347.725057,-40294.7582596,-64536.7548918,-208.003106136,-111162.000425,-32.3651417466,-178146.330555,-15.2346268722,-24327.0893286,-0.97960435752,-11331.3322853,-4.90407653186,-3649.06313565,-837.307105836,-820.75425051,-0.285317663083,-252.488779014,-0.0796608358624,-41.3732250009,-6.3539112181,-3.8155622202,1.85219498504,-1.96641558963,0.948682289326
555,CdS,-2.3481602673,-3.28433520028,-97.8732728805,-9.87802699915,-1469.12392442,456.837412806,-69967.8971473,-2187.57567045,-225429.928825,-40448.7906065,-64320.3864202,-207.95545809,-110789.323622,-32.3589821289,-177539.028141,-15.2310776211,-24244.1578806,-0.979376128212,-11292.7057007,-4.90304937077,-3627.09270855,-839.476039116,-817.957517906,-0.285251407012,-251.628423891,-0.0810610837382,-41.424470253,-6.21391482736,-3.79522311828,0.73459505421,-0.979834339244,0.0711733708416
556,GaS,-2.35446085242,-3.20069661507,-98.6693401503,-12.2457372508,-1503.55729409,487.048741103,-70248.1658192,-2126.5329365,-226200.693284,-40319.4343785,-64502.0924629,-207.995472875,-111102.297257,-32.3641554958,-178042.567966,-15.2340204536,-24312.9198129,-0.979565362677,-11324.7326183,-4.90390095593,-3641.27071444,-839.65558149,-820.282662197,-0.285306490907,-252.34370491,-0.0810767355842,-41.3416875839,-6.35349930016,-3.80588008542,1.48895781459,-1.64149540051,0.659683928939
557,PmAu,1.69719071319,-2.70620971119,-74.960714228,-19.416582086,-1519.39705009,500.897051896,-70304.9505796,-2110.39351881,-226348.168226,-40292.6149686,-64536.0435881,-208.002949495,-111160.775263,-32.3651213694,-178137.412403,-15.2345747519,-24325.8714922,-0.979601006005,-11330.7650595,-4.9040614678,-3649.04128373,-837.499070129,-820.733763917,-0.285317177745,-252.482476713,-0.0810797722032,-41.369220163,-6.35387796127,-3.81336790395,1.80168619148,-1.94161888798,0.926627008181
558,AcPd,-2.01718357098,-1.58776791302,-71.1542558509,-2.97067490501,-1486.46934656,463.867358146,-70086.0593048,-2125.14692056,-226210.397172,-39199.8251324,-64359.8600521,-207.96415086,-110857.313689,-32.3601065287,-177635.811283,-15.2316432498,-24257.3743112,-0.979412500142,-11298.8614539,-4.9032131633,-3649.15451991,-831.364068802,-818.460569902,-0.285263324579,-251.783177145,-0.081064470091,-41.2275293137,-6.35221282768,-3.78837808464,0.8073564872,-1.06584996438,0.14767946515
559,TiSi,-1.07116566298,0.257175174051,-30.5587367523,17.8710089466,-1501.49619984,478.83154094,-70183.3454075,-2119.34851812,-225984.094492,-40354.1214002,-64450.3734776,-207.984083468,-111013.215582,-32.3626824608,-177881.678653,-15.2330801699,-24290.9492357,-0.979504899129,-11314.4994882,-4.90362862481,-3649.17197024,-829.772727398,-819.539243265,-0.28528887892,-252.115007951,-0.0810717311949,-41.2949273561,-6.35294097461,-3.79619196537,1.1180915995,-1.3363101211,0.388238668486
560,TiRu,-1.7618991517,2.18831578201,-30.9119495209,19.8370187219,-1517.61273294,498.689166754,-70290.7536031,-2111.53946303,-226295.019471,-40303.6037579,-64524.3296602,-208.000369887,-111140.59899,-32.3647881915,-178098.820652,-15.2343492106,-24320.6015146,-0.979586502902,-11328.3104872,-4.9039962095,-3642.84827291,-839.675558812,-820.541376396,-0.285312619983,-252.423292808,-0.0810784771476,-41.3576395283,-6.35380873127,-3.81888380862,1.88752859791,-1.79390478621,0.795243564966
561,LiS,-0.852085439259,-2.13860499675,-129.923388625,-50.7186958544,-1523.21494264,513.506755467,-70337.4383712,-2116.37002299,-226466.163565,-40274.8809048,-64564.6765144,-208.009254956,-111210.093111,-32.3659363567,-178216.739834,-15.2350383644,-24336.7042167,-0.97963081792,-11335.8105655,-4.90419565733,-3646.16139639,-839.717514364,-821.084717317,-0.285325492016,-252.590441238,-0.033334938668,-41.4230833899,-6.21499185082,-3.8401817284,2.36733275176,-2.23005962172,1.18317893051
562,YIr,0.0645861856029,-1.35213142003,-70.559909761,-15.0218224566,-1518.66408751,500.828460187,-70297.1996949,-2109.67740625,-226314.377423,-40298.5221028,-64528.1705567,-208.001215718,-111147.214617,-32.3648976652,-178116.41399,-15.2344520311,-24323.0040109,-0.979593114629,-11329.4294863,-4.90402591185,-3643.32801628,-839.681634015,-820.620052739,-0.285314483867,-252.447495913,-0.0810790067519,-41.3625656576,-6.35387167947,-3.82067677946,1.95216035177,-1.84392797437,0.839736396874
563,CeAu,1.74704574689,-2.72050191873,-54.4784464201,-2.35176851049,-1513.80329535,494.118302865,-70286.0110933,-2113.65890886,-226296.617318,-40303.3355937,-64524.7063463,-208.00045284,-111141.247801,-32.3647994216,-178096.681156,-15.2343367067,-24320.3093527,-0.979585698866,-11328.1744085,-4.90399256073,-3649.00454452,-839.62423337,-820.594740792,-0.285313884213,-252.439709235,-0.0810788363658,-41.3609807901,-6.35385142742,-3.82009993994,1.93136686676,-1.82783432702,0.825421996438
564,MoP,-3.38100532206,1.09296890294,-65.4333705351,32.3625662741,-1506.0597636,486.773762156,-70278.0556828,-2117.80347185,-226293.586376,-40303.8442721,-64523.9918154,-208.000295488,-111140.01708,-32.364778915,-178109.710468,-15.2344128538,-24322.0885961,-0.979590595386,-11329.0031184,-4.90401456599,-3643.16540743,-839.679574827,-820.593385382,-0.285313852103,-252.439292276,-0.0810788272558,-41.3605747814,-6.35375045018,-3.81109804665,1.69949850014,-1.82580129182,0.823613725187
565,BaBi,1.34231108974,-2.26183766708,-47.2216571571,12.4831820919,-1520.66157885,502.150227228,-70317.0119466,-2109.66105581,-226386.324762,-40286.4355511,-64545.1273663,-208.004949899,-111176.42132,-32.3653804059,-178164.527195,-15.2347332186,-24329.574209,-0.97961119597,-11332.4896567,-4.90410723028,-3649.04501827,-837.867634156,-820.864067181,-0.285320264698,-252.522562152,-0.0642663771367,-41.405155088,-6.35422167423,-3.81876343142,1.98536788211,-2.0668679331,1.03802903826
566,PmPd,1.42691981747,-2.71799644516,-74.1735336025,-20.9322953502,-1514.32024525,495.317947258,-70287.2978272,-2113.46749106,-226297.993865,-40303.1045701,-64525.0308702,-208.000524306,-111141.806766,-32.3648081201,-178114.025364,-15.2344380713,-24322.6778257,-0.979592216959,-11329.2775611,-4.9040218169,-3643.27510498,-839.680963976,-820.611375494,-0.285314278298,-252.444826527,-0.0810789483281,-41.3620223453,-6.35386473683,-3.82047903041,1.94503211081,-1.83841080245,0.834829180609
567,AcAu,-2.05903158566,-1.63351211685,-55.523934898,16.1802466055,-1424.88350174,393.408207599,-69674.8948615,-2154.96600304,-225712.41139,-38002.5154327,-64076.8823063,-207.90183431,-110369.907913,-32.3520542364,-176842.018741,-15.2270040965,-24148.976301,-0.979114186252,-11248.3734357,-4.90187020371,-3649.21528091,-821.537140388,-814.847412393,-0.285177726972,-250.671666314,-0.0810401478551,-41.4240530502,-6.21405561711,-3.78038178584,0.347121801904,-0.676506839503,-0.198619498361
568,TlO,-1.33381718018,-2.86321057251,-131.891716273,-48.2422048038,-1516.58257799,505.577798249,-70278.4615752,-2133.85095499,-226312.396891,-40300.6873321,-64528.4263474,-208.001272048,-111147.655195,-32.3649040986,-178107.499195,-15.2343999305,-24321.7866323,-0.979589764374,-11328.8624739,-4.90401085645,-3643.09172106,-839.678641704,-820.581301136,-0.285313565821,-252.435574804,-0.0810787458985,-41.3603152634,-6.35373769805,-3.81183711711,1.70534760822,-1.81814550482,0.816804330245
569,NbB,-1.60004271885,3.88258076225,70.5490922147,70.354531736,-1485.06541147,464.935040672,-70322.9072654,-2099.35549727,-226480.037612,-39912.5694849,-64512.1776601,-207.997693808,-111119.668175,-32.3644421852,-178069.388569,-15.234177201,-24316.5823572,-0.979575442086,-11326.438504,-4.90394634292,-3642.00731641,-839.664909407,-820.403462453,-0.285309352729,-252.380866539,-0.0810775487796,-41.3492212547,-6.35359381855,-3.80782785026,1.56285406973,-1.7013851548,0.712952520348
570,ThGe,-2.15229378239,-2.25268497113,-37.6754311388,38.7831838383,-1447.28981901,416.613315423,-70014.9222903,-2168.31567377,-225544.485979,-40425.0830043,-64345.6258911,-207.961016254,-110832.796524,-32.3596989236,-177573.211674,-15.2312773996,-24248.8258875,-0.979388974677,-11294.8798968,-4.90310713754,-3649.12457996,-830.536394015,-818.165355726,-0.2852563308,-251.692360813,-0.0810624828425,-41.2097768774,-6.35204466852,-3.78749489051,0.765943491026,-1.02474863332,0.111122126812
571,YbBi,1.62099810315,-3.10998334824,-42.0128867998,16.382412675,-1521.05119571,502.539684625,-70314.3291841,-2109.06920158,-226516.191185,-39976.0053016,-64538.9204649,-208.003583032,-111165.730445,-32.3652036417,-178140.986698,-15.2345956411,-24326.3595884,-0.979602349258,-11330.9923983,-4.90406738284,-3649.03862264,-837.546177061,-820.751353903,-0.285317594461,-252.487887925,-0.0800668902724,-41.3721464435,-6.35390043367,-3.76101496297,1.85213728353,-1.953908815,0.937558211836
572,SbO,-1.77820099567,-3.32657043809,-98.7450641336,-21.0699570823,-1510.6866375,491.660295621,-70291.4273623,-2114.87596475,-226332.777795,-40296.2875093,-64532.8449493,-208.0022451,-111155.265871,-32.3650298842,-178128.201435,-15.2345209204,-24324.6136701,-0.979597544449,-11330.1792099,-4.90404584198,-3649.0804836,-835.413417033,-820.676693662,-0.28531582572,-252.464920272,-0.0810793880208,-41.3662665089,-6.35381554397,-3.75324751851,1.78837115526,-1.8806374304,0.872387407677
573,TlI,-1.83912265994,-3.61342295821,-99.0319741496,-0.462424438201,-1505.63457516,487.929522914,-70263.2010501,-2125.1982448,-226284.73323,-40305.3300822,-64521.904703,-207.99983587,-111136.422202,-32.3647192106,-178095.938511,-15.2343323665,-24320.2079389,-0.979585419773,-11328.1271737,-4.90399121069,-3642.74484431,-839.67424905,-820.524414463,-0.285312218146,-252.41807483,-0.0810783629667,-41.4237482001,-6.16551265052,-3.6492928116,1.88307376007,-1.79963809475,0.800343022693
574,CePd,1.52173758428,-2.49801064798,-62.4160082136,-16.7028574893,-1509.32649973,489.229666098,-70275.6167669,-2115.81553468,-226277.253916,-40305.8066035,-64519.8344134,-207.999379957,-111132.8563,-32.3646601021,-178089.457508,-15.2342944896,-24319.322912,-0.979582984158,-11327.7149588,-4.90398029439,-3642.60263053,-839.672448134,-820.501091881,-0.285311665621,-252.410900146,-0.0810782059683,-41.3550835094,-6.35367681683,-3.80955375708,1.62686563583,-1.768229674,0.772406986694
